label,variant_a,variant_b,auc_a,auc_b,delta,p_value,p_value_adj,p_value_delong,ci_low,ci_high,n_pos,n_neg
label_12,hybrid_12,physics_12,0.4447852428278799,0.45354243662414506,-0.008757193796265161,0.0,0.0,nan,-0.010699259966198625,-0.0033511178718599677,49,1883
label_13,classifier_true_12,baseline_12,0.5322175778485492,0.5110138004246284,0.021203777423920767,0.0,0.0,nan,0.0074594213789522775,0.04242202109719232,48,1884
label_13,classifier_true_12,hybrid_12,0.5322175778485492,0.5137617215145082,0.01845585633404101,0.2,0.0,nan,0.0016798322270071774,0.03888002058977929,48,1884
label_13,classifier_true_12,physics_12,0.5322175778485492,0.5110138004246284,0.021203777423920767,0.0,0.0,nan,0.0074594213789522775,0.04242202109719232,48,1884
label_13,baseline_12,hybrid_12,0.5110138004246284,0.5137617215145082,-0.002747921089879757,0.2,0.0,nan,-0.005942882590035145,7.106369487791555e-06,48,1884
label_13,baseline_12,physics_12,0.5110138004246284,0.5110138004246284,0.0,0.0,0.0,nan,0.0,0.0,48,1884
label_13,hybrid_12,physics_12,0.5137617215145082,0.5110138004246284,0.002747921089879757,0.2,0.0,nan,-7.106369487791531e-06,0.005942882590035146,48,1884
label_14,classifier_true_12,baseline_12,0.5070664484593624,0.4996585994992792,0.00740784896008323,0.4,0.0,nan,-0.019544495987346158,0.020938706770223314,49,1883
label_14,classifier_true_12,hybrid_12,0.5070664484593624,0.5011650969469041,0.005901351512458297,0.6,0.0,nan,-0.017593516426950437,0.018265140992642103,49,1883
label_14,classifier_true_12,physics_12,0.5070664484593624,0.4996585994992792,0.00740784896008323,0.4,0.0,nan,-0.019544495987346158,0.020938706770223314,49,1883
label_14,baseline_12,hybrid_12,0.4996585994992792,0.5011650969469041,-0.0015064974476249327,0.4,0.0,nan,-0.006302279135619279,0.004689704270032102,49,1883
label_14,baseline_12,physics_12,0.4996585994992792,0.4996585994992792,0.0,0.0,0.0,nan,0.0,0.0,49,1883
label_14,hybrid_12,physics_12,0.5011650969469041,0.4996585994992792,0.0015064974476249327,0.4,0.0,nan,-0.004689704270032101,0.006302279135619279,49,1883
label_15,classifier_true_12,baseline_12,0.5395691609977324,0.523116654069035,0.016452506928697486,0.4,0.0,nan,-0.0052477362073929164,0.03738532167425942,42,1890
label_15,classifier_true_12,hybrid_12,0.5395691609977324,0.5251385739480978,0.014430587049634624,0.6,0.0,nan,-0.00781582557498032,0.038293224832180874,42,1890
label_15,classifier_true_12,physics_12,0.5395691609977324,0.523116654069035,0.016452506928697486,0.4,0.0,nan,-0.0052477362073929164,0.03738532167425942,42,1890
label_15,baseline_12,hybrid_12,0.523116654069035,0.5251385739480978,-0.002021919879062861,0.8,0.0,nan,-0.008281900945018864,0.007096733937103257,42,1890
label_15,baseline_12,physics_12,0.523116654069035,0.523116654069035,0.0,0.0,0.0,nan,0.0,0.0,42,1890
label_15,hybrid_12,physics_12,0.5251385739480978,0.523116654069035,0.002021919879062861,0.8,0.0,nan,-0.007096733937103257,0.008281900945018864,42,1890
label_16,classifier_true_12,baseline_12,0.5608014858572701,0.541564019553469,0.019237466303801076,0.0,0.0,nan,0.006134084728132007,0.026158869951745947,41,1891
label_16,classifier_true_12,hybrid_12,0.5608014858572701,0.5447046987656551,0.016096787091614995,0.2,0.0,nan,7.897249225740917e-05,0.024321034910434247,41,1891
label_16,classifier_true_12,physics_12,0.5608014858572701,0.541564019553469,0.019237466303801076,0.0,0.0,nan,0.006134084728132007,0.026158869951745947,41,1891
label_16,baseline_12,hybrid_12,0.541564019553469,0.5447046987656551,-0.0031406792121860816,0.6,0.0,nan,-0.007071120615218652,0.0013320713442738778,41,1891
label_16,baseline_12,physics_12,0.541564019553469,0.541564019553469,0.0,0.0,0.0,nan,0.0,0.0,41,1891
label_16,hybrid_12,physics_12,0.5447046987656551,0.541564019553469,0.0031406792121860816,0.6,0.0,nan,-0.0013320713442738774,0.007071120615218652,41,1891
label_17,classifier_true_12,baseline_12,0.4964686295127935,0.4997108307045215,-0.003242201191727967,0.6,0.0,nan,-0.02870676190491945,0.02163862815534939,30,1902
label_17,classifier_true_12,hybrid_12,0.4964686295127935,0.5008850332982825,-0.004416403785488965,0.6,0.0,nan,-0.03198447638627661,0.016979364192718123,30,1902
label_17,classifier_true_12,physics_12,0.4964686295127935,0.4997108307045215,-0.003242201191727967,0.6,0.0,nan,-0.02870676190491945,0.02163862815534939,30,1902
label_17,baseline_12,hybrid_12,0.4997108307045215,0.5008850332982825,-0.001174202593760998,0.6,0.0,nan,-0.005256330224744301,0.0021942767184378715,30,1902
label_17,baseline_12,physics_12,0.4997108307045215,0.4997108307045215,0.0,0.0,0.0,nan,0.0,0.0,30,1902
label_17,hybrid_12,physics_12,0.5008850332982825,0.4997108307045215,0.001174202593760998,0.6,0.0,nan,-0.002194276718437871,0.005256330224744302,30,1902
label_18,classifier_true_12,baseline_12,0.5421185107498688,0.5191609858416361,0.022957524908232774,0.4,0.0,nan,-0.015875645362901883,0.04516971067188973,25,1907
label_18,classifier_true_12,hybrid_12,0.5421185107498688,0.5167802831672784,0.02533822758259041,0.4,0.0,nan,-0.015314512899566307,0.055460250374107546,25,1907
label_18,classifier_true_12,physics_12,0.5421185107498688,0.5191609858416361,0.022957524908232774,0.4,0.0,nan,-0.015875645362901883,0.04516971067188973,25,1907
label_18,baseline_12,hybrid_12,0.5191609858416361,0.5167802831672784,0.0023807026743576376,0.8,0.0,nan,-0.0019505700130817815,0.011359471680152312,25,1907
label_18,baseline_12,physics_12,0.5191609858416361,0.5191609858416361,0.0,0.0,0.0,nan,0.0,0.0,25,1907
label_18,hybrid_12,physics_12,0.5167802831672784,0.5191609858416361,-0.0023807026743576376,0.8,0.0,nan,-0.011359471680152309,0.001950570013081782,25,1907
label_19,classifier_true_12,baseline_12,0.5170529627687467,0.5094074462506555,0.0076455165180912,0.4,0.0,nan,-0.010127245498307355,0.03127429014998569,25,1907
label_19,classifier_true_12,hybrid_12,0.5170529627687467,0.5122286313581541,0.004824331410592575,0.4,0.0,nan,-0.008283078418423231,0.027089934634460137,25,1907
label_19,classifier_true_12,physics_12,0.5170529627687467,0.5094074462506555,0.0076455165180912,0.4,0.0,nan,-0.010127245498307355,0.03127429014998569,25,1907
label_19,baseline_12,hybrid_12,0.5094074462506555,0.5122286313581541,-0.002821185107498625,0.8,0.0,nan,-0.00633477315872011,0.002836489565185529,25,1907
label_19,baseline_12,physics_12,0.5094074462506555,0.5094074462506555,0.0,0.0,0.0,nan,0.0,0.0,25,1907
label_19,hybrid_12,physics_12,0.5122286313581541,0.5094074462506555,0.002821185107498625,0.8,0.0,nan,-0.002836489565185528,0.00633477315872011,25,1907
label_20,classifier_true_12,baseline_12,0.5878620824634655,0.5675561064718163,0.020305975991649183,0.0,0.0,nan,0.0011019056298601478,0.02823538156064969,16,1916
label_20,classifier_true_12,hybrid_12,0.5878620824634655,0.5654194937369519,0.022442588726513613,0.2,0.0,nan,-0.0013592793684674613,0.03064975638808685,16,1916
label_20,classifier_true_12,physics_12,0.5878620824634655,0.5675561064718163,0.020305975991649183,0.0,0.0,nan,0.0011019056298601478,0.02823538156064969,16,1916
label_20,baseline_12,hybrid_12,0.5675561064718163,0.5654194937369519,0.0021366127348644293,0.8,0.0,nan,-0.002565400489078634,0.002891311522217635,16,1916
label_20,baseline_12,physics_12,0.5675561064718163,0.5675561064718163,0.0,0.0,0.0,nan,0.0,0.0,16,1916
label_20,hybrid_12,physics_12,0.5654194937369519,0.5675561064718163,-0.0021366127348644293,0.8,0.0,nan,-0.002891311522217635,0.002565400489078635,16,1916
label_21,classifier_true_12,baseline_12,0.6330233581863702,0.6254573967590173,0.007565961427352885,0.6,0.0,nan,-0.032959365822984366,0.029408786713296362,19,1913
label_21,classifier_true_12,hybrid_12,0.6330233581863702,0.6251272457149146,0.007896112471455607,0.6,0.0,nan,-0.03317023364298089,0.02678293731994596,19,1913
label_21,classifier_true_12,physics_12,0.6330233581863702,0.6254573967590173,0.007565961427352885,0.6,0.0,nan,-0.032959365822984366,0.029408786713296362,19,1913
label_21,baseline_12,hybrid_12,0.6254573967590173,0.6251272457149146,0.0003301510441027222,0.8,0.0,nan,-0.0031465737657353386,0.002683969753817237,19,1913
label_21,baseline_12,physics_12,0.6254573967590173,0.6254573967590173,0.0,0.0,0.0,nan,0.0,0.0,19,1913
label_21,hybrid_12,physics_12,0.6251272457149146,0.6254573967590173,-0.0003301510441027222,0.8,0.0,nan,-0.0026839697538172365,0.003146573765735339,19,1913
label_22,classifier_true_12,baseline_12,0.5210725469728601,0.5362245563674322,-0.015152009394572064,0.2,0.0,nan,-0.05323310054795567,0.0012550607254448792,16,1916
label_22,classifier_true_12,hybrid_12,0.5210725469728601,0.5342347338204593,-0.013162186847599178,0.2,0.0,nan,-0.05433220364678942,0.007871206177357176,16,1916
label_22,classifier_true_12,physics_12,0.5210725469728601,0.5362245563674322,-0.015152009394572064,0.2,0.0,nan,-0.05323310054795567,0.0012550607254448792,16,1916
label_22,baseline_12,hybrid_12,0.5362245563674322,0.5342347338204593,0.001989822546972886,0.4,0.0,nan,-0.0015574961363828855,0.006688580745571361,16,1916
label_22,baseline_12,physics_12,0.5362245563674322,0.5362245563674322,0.0,0.0,0.0,nan,0.0,0.0,16,1916
label_22,hybrid_12,physics_12,0.5342347338204593,0.5362245563674322,-0.001989822546972886,0.4,0.0,nan,-0.006688580745571359,0.0015574961363828857,16,1916
label_23,classifier_true_12,baseline_12,0.4661797948182925,0.43771517996870113,0.028464614849591396,0.0,0.0,nan,0.014117775294910515,0.08290838718996205,15,1917
label_23,classifier_true_12,hybrid_12,0.4661797948182925,0.4357155277343071,0.03046426708398542,0.0,0.0,nan,0.005721498815850275,0.09087473219602811,15,1917
label_23,classifier_true_12,physics_12,0.4661797948182925,0.43771517996870113,0.028464614849591396,0.0,0.0,nan,0.014117775294910515,0.08290838718996205,15,1917
label_23,baseline_12,hybrid_12,0.43771517996870113,0.4357155277343071,0.0019996522343940226,0.6,0.0,nan,-0.015613321817755274,0.013607252930196413,15,1917
label_23,baseline_12,physics_12,0.43771517996870113,0.43771517996870113,0.0,0.0,0.0,nan,0.0,0.0,15,1917
label_23,hybrid_12,physics_12,0.4357155277343071,0.43771517996870113,-0.0019996522343940226,0.6,0.0,nan,-0.013607252930196411,0.015613321817755276,15,1917
label_24,classifier_true_12,baseline_12,0.4931807710029182,0.4893411150360928,0.003839655966825395,0.6,0.0,nan,-0.03509528731228297,0.045825508607198764,17,1915
label_24,classifier_true_12,hybrid_12,0.4931807710029182,0.489049301182614,0.004131469820304157,0.6,0.0,nan,-0.04012010163785064,0.04403016866631895,17,1915
label_24,classifier_true_12,physics_12,0.4931807710029182,0.4893411150360928,0.003839655966825395,0.6,0.0,nan,-0.03509528731228297,0.045825508607198764,17,1915
label_24,baseline_12,hybrid_12,0.4893411150360928,0.489049301182614,0.00029181385347876176,0.8,0.0,nan,-0.007739148206994677,0.006023205203442786,17,1915
label_24,baseline_12,physics_12,0.4893411150360928,0.4893411150360928,0.0,0.0,0.0,nan,0.0,0.0,17,1915
label_24,hybrid_12,physics_12,0.489049301182614,0.4893411150360928,-0.00029181385347876176,0.8,0.0,nan,-0.006023205203442785,0.007739148206994679,17,1915
label_25,classifier_true_12,baseline_12,0.5810628167716172,0.6363385040700353,-0.05527568729841814,0.0,0.0,nan,-0.07701575434487794,-0.02235240064142048,17,1915
label_25,classifier_true_12,hybrid_12,0.5810628167716172,0.6374904008600829,-0.05642758408846571,0.0,0.0,nan,-0.0816239123553515,-0.026961504769064483,17,1915
label_25,classifier_true_12,physics_12,0.5810628167716172,0.6363385040700353,-0.05527568729841814,0.0,0.0,nan,-0.07701575434487794,-0.02235240064142048,17,1915
label_25,baseline_12,hybrid_12,0.6363385040700353,0.6374904008600829,-0.0011518967900475685,0.6,0.0,nan,-0.009217498017060797,0.003248539985126573,17,1915
label_25,baseline_12,physics_12,0.6363385040700353,0.6363385040700353,0.0,0.0,0.0,nan,0.0,0.0,17,1915
label_25,hybrid_12,physics_12,0.6374904008600829,0.6363385040700353,0.0011518967900475685,0.6,0.0,nan,-0.0032485399851265723,0.009217498017060798,17,1915
label_26,classifier_true_12,baseline_12,0.4419369062412314,0.4356636068465146,0.006273299394716769,0.6,0.0,nan,-0.024722222222222173,0.04196239874927187,13,1919
label_26,classifier_true_12,hybrid_12,0.4419369062412314,0.43484186475327696,0.007095041487954423,0.4,0.0,nan,-0.0224717881944444,0.04718297448880785,13,1919
label_26,classifier_true_12,physics_12,0.4419369062412314,0.4356636068465146,0.006273299394716769,0.6,0.0,nan,-0.024722222222222173,0.04196239874927187,13,1919
label_26,baseline_12,hybrid_12,0.4356636068465146,0.43484186475327696,0.000821742093237654,0.4,0.0,nan,-0.0009862245467294958,0.013468424479166598,13,1919
label_26,baseline_12,physics_12,0.4356636068465146,0.4356636068465146,0.0,0.0,0.0,nan,0.0,0.0,13,1919
label_26,hybrid_12,physics_12,0.43484186475327696,0.4356636068465146,-0.000821742093237654,0.4,0.0,nan,-0.013468424479166595,0.0009862245467294963,13,1919
label_27,classifier_true_12,baseline_12,0.506684790704603,0.49437658274988827,0.012308207954714767,0.4,0.0,nan,-0.016297733107413122,0.029559171248256227,14,1918
label_27,classifier_true_12,hybrid_12,0.506684790704603,0.49931103828392664,0.007373752420676394,0.8,0.0,nan,-0.02192136246773112,0.02203161770544591,14,1918
label_27,classifier_true_12,physics_12,0.506684790704603,0.49437658274988827,0.012308207954714767,0.4,0.0,nan,-0.016297733107413122,0.029559171248256227,14,1918
label_27,baseline_12,hybrid_12,0.49437658274988827,0.49931103828392664,-0.004934455534038373,0.2,0.0,nan,-0.009657068476664504,-0.0004521009774241903,14,1918
label_27,baseline_12,physics_12,0.49437658274988827,0.49437658274988827,0.0,0.0,0.0,nan,0.0,0.0,14,1918
label_27,hybrid_12,physics_12,0.49931103828392664,0.49437658274988827,0.004934455534038373,0.2,0.0,nan,0.0004521009774241914,0.009657068476664504,14,1918
label_28,classifier_true_12,baseline_12,0.6536680541103017,0.6253902185223725,0.02827783558792918,0.0,0.0,nan,0.015295064123799195,0.049965861868585745,10,1922
label_28,classifier_true_12,hybrid_12,0.6536680541103017,0.6314255983350676,0.022242455775234093,0.0,0.0,nan,0.009029388102787476,0.041442458931828734,10,1922
label_28,classifier_true_12,physics_12,0.6536680541103017,0.6253902185223725,0.02827783558792918,0.0,0.0,nan,0.015295064123799195,0.049965861868585745,10,1922
label_28,baseline_12,hybrid_12,0.6253902185223725,0.6314255983350676,-0.006035379812695085,0.0,0.0,nan,-0.00887838545582811,-0.003119765366938665,10,1922
label_28,baseline_12,physics_12,0.6253902185223725,0.6253902185223725,0.0,0.0,0.0,nan,0.0,0.0,10,1922
label_28,hybrid_12,physics_12,0.6314255983350676,0.6253902185223725,0.006035379812695085,0.0,0.0,nan,0.003119765366938665,0.00887838545582811,10,1922
label_29,classifier_true_12,baseline_12,0.5120675784392599,0.4296767781931759,0.08239080024608397,0.0,0.0,nan,0.029346772436174513,0.106233442437029,11,1921
label_29,classifier_true_12,hybrid_12,0.5120675784392599,0.44049027495149307,0.07157730348776681,0.0,0.0,nan,0.018216537538900533,0.08735025089126444,11,1921
label_29,classifier_true_12,physics_12,0.5120675784392599,0.4296767781931759,0.08239080024608397,0.0,0.0,nan,0.029346772436174513,0.106233442437029,11,1921
